sentence 1,sentence 2,score
"['snap', 'ook', 'sowieso', 'niet', 'wie', 'ooit', 'bedacht', 'dat', 'valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', ',', 'hij', 'praat', 'alsof', 'hij', 'continu', 'aan', 'de', 'zannies', 'zit']","['Het', 'is', 'onbegrijpelijk', 'dat', 'men', 'Valerio', 'ingeschat', 'heeft', 'als', 'een', 'kundige', 'presentator', '.', 'Hij', 'maakt', 'een', 'gedrogeerde', 'indruk', '.']",0.0103
"['snap', 'ook', 'sowieso', 'niet', 'wie', 'ooit', 'bedacht', 'dat', 'valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', ',', 'hij', 'praat', 'alsof', 'hij', 'continu', 'aan', 'de', 'zannies', 'zit']","['Ik', 'begrijp', 'niet', 'dat', 'Valerio', 'als', 'een', 'goede', 'presentator', 'wordt', 'gezien', '.', 'De', 'manier', 'waarop', 'hij', 'praat', 'klinkt', 'alsof', 'hij', 'een', 'kalmeringsmiddel', 'gebruikt', '.']",0.0613
"['Ik', 'begrijp', 'niet', 'wie', 'bedacht', 'heeft', 'dat', 'Valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', '.', 'Hij', 'praat', 'alsof', 'hij', 'constant', 'aan', 'de', 'Xanax', 'zit', '.']","['Het', 'is', 'onbegrijpelijk', 'dat', 'men', 'Valerio', 'ingeschat', 'heeft', 'als', 'een', 'kundige', 'presentator', '.', 'Hij', 'maakt', 'een', 'gedrogeerde', 'indruk', '.']",0.0234
"['Ik', 'begrijp', 'niet', 'wie', 'bedacht', 'heeft', 'dat', 'Valerio', 'een', 'goede', 'presentator', 'zou', 'zijn', '.', 'Hij', 'praat', 'alsof', 'hij', 'constant', 'aan', 'de', 'Xanax', 'zit', '.']","['Ik', 'begrijp', 'niet', 'dat', 'Valerio', 'als', 'een', 'goede', 'presentator', 'wordt', 'gezien', '.', 'De', 'manier', 'waarop', 'hij', 'praat', 'klinkt', 'alsof', 'hij', 'een', 'kalmeringsmiddel', 'gebruikt', '.']",0.0884
"['Het', 'is', 'onbegrijpelijk', 'dat', 'men', 'Valerio', 'ingeschat', 'heeft', 'als', 'een', 'kundige', 'presentator', '.', 'Hij', 'maakt', 'een', 'gedrogeerde', 'indruk', '.']","['Ik', 'begrijp', 'niet', 'dat', 'Valerio', 'als', 'een', 'goede', 'presentator', 'wordt', 'gezien', '.', 'De', 'manier', 'waarop', 'hij', 'praat', 'klinkt', 'alsof', 'hij', 'een', 'kalmeringsmiddel', 'gebruikt', '.']",0.0237
"['kapot', 'irritant', 'het', 'staat', 'niet', 'meer', 'op', 'de', 'npo', 'site/app']","['Erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'NPO', 'website', 'of', 'app', 'staat', '.']",0.1967
"['kapot', 'irritant', 'het', 'staat', 'niet', 'meer', 'op', 'de', 'npo', 'site/app']","['Het', 'is', 'vervelend', 'dat', 'dit', 'niet', 'meer', 'op', 'de', 'website', 'en', 'applicatie', 'te', 'vinden', 'is', '.']",0.1531
"['kapot', 'irritant', 'het', 'staat', 'niet', 'meer', 'op', 'de', 'npo', 'site/app']","['Ik', 'vind', 'het', 'erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'website', 'of', 'applicatie', 'van', 'de', 'NPO', 'staat', '.']",0.1403
"['Erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'NPO', 'website', 'of', 'app', 'staat', '.']","['Het', 'is', 'vervelend', 'dat', 'dit', 'niet', 'meer', 'op', 'de', 'website', 'en', 'applicatie', 'te', 'vinden', 'is', '.']",0.1956
"['Erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'NPO', 'website', 'of', 'app', 'staat', '.']","['Ik', 'vind', 'het', 'erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'website', 'of', 'applicatie', 'van', 'de', 'NPO', 'staat', '.']",0.3904
"['Het', 'is', 'vervelend', 'dat', 'dit', 'niet', 'meer', 'op', 'de', 'website', 'en', 'applicatie', 'te', 'vinden', 'is', '.']","['Ik', 'vind', 'het', 'erg', 'vervelend', 'dat', 'het', 'niet', 'meer', 'op', 'de', 'website', 'of', 'applicatie', 'van', 'de', 'NPO', 'staat', '.']",0.2321
"['ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']","['Het', 'verbaast', 'mij', 'dat', 'Beyoncé', 'daar', 'komt', '.']",0.0878
"['ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']","['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']",0.8409
"['ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']","['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'aanwezig', 'zal', 'zijn', '.']",0.4111
"['Het', 'verbaast', 'mij', 'dat', 'Beyoncé', 'daar', 'komt', '.']","['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']",0.0878
"['Het', 'verbaast', 'mij', 'dat', 'Beyoncé', 'daar', 'komt', '.']","['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'aanwezig', 'zal', 'zijn', '.']",0.0531
"['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'komt', '.']","['Ik', 'verbaas', 'mij', 'erover', 'dat', 'Beyoncé', 'aanwezig', 'zal', 'zijn', '.']",0.5373
"['En', 'bijv', 'niet', 'wat', 'rachel', 'en', 'andre', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",0.0794
"['En', 'bijv', 'niet', 'wat', 'rachel', 'en', 'andre', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",0.0794
"['En', 'bijv', 'niet', 'wat', 'rachel', 'en', 'andre', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",0.0794
"['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",1.0
"['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",1.0
"['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']","['En', 'bijvoorbeeld', 'niet', 'wat', 'Rachel', 'en', 'André', 'zeggen', '?']",1.0
"['Hahaha', 'mijn', 'vader', '’', 's', 'eerste', 'vriendin', 'heette', 'zo', '(', 'zonder', 'de', 'van', ')', 'ze', 'had', 'ook', 'nog', 'een', 'voornaam', 'met', 'een', 'A', 'dus', 'mooie', 'alliteratie']","['Grappig', ',', 'mijn', 'vader', 'zijn', 'eerste', 'vriendin', 'had', 'dezelfde', 'achternaam', '(', 'zonder', 'de', ""'van"", ""'"", ')', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'een', ""'"", 'A', ""'"", 'dus', 'dat', 'maakte', 'een', 'mooie', 'alliteratie', '.']",0.0576
"['Hahaha', 'mijn', 'vader', '’', 's', 'eerste', 'vriendin', 'heette', 'zo', '(', 'zonder', 'de', 'van', ')', 'ze', 'had', 'ook', 'nog', 'een', 'voornaam', 'met', 'een', 'A', 'dus', 'mooie', 'alliteratie']","['Uitgezonderd', 'van', 'het', 'woord', ""'van"", ""'"", ',', 'was', 'de', 'naam', 'van', 'de', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'hetzelfde', '.', 'Omdat', 'haar', 'voornaam', 'tevens', 'met', 'de', 'letter', 'A', 'begon', ',', 'allitereerde', 'dit', 'mooi', '.']",0.0207
"['Hahaha', 'mijn', 'vader', '’', 's', 'eerste', 'vriendin', 'heette', 'zo', '(', 'zonder', 'de', 'van', ')', 'ze', 'had', 'ook', 'nog', 'een', 'voornaam', 'met', 'een', 'A', 'dus', 'mooie', 'alliteratie']","['De', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'heette', 'zo', ',', 'maar', 'dan', 'zonder', 'het', 'woord', 'van', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'de', 'letter', 'A', 'dus', 'dat', 'is', 'een', 'mooie', 'alliteratie', '.']",0.0326
"['Grappig', ',', 'mijn', 'vader', 'zijn', 'eerste', 'vriendin', 'had', 'dezelfde', 'achternaam', '(', 'zonder', 'de', ""'van"", ""'"", ')', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'een', ""'"", 'A', ""'"", 'dus', 'dat', 'maakte', 'een', 'mooie', 'alliteratie', '.']","['Uitgezonderd', 'van', 'het', 'woord', ""'van"", ""'"", ',', 'was', 'de', 'naam', 'van', 'de', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'hetzelfde', '.', 'Omdat', 'haar', 'voornaam', 'tevens', 'met', 'de', 'letter', 'A', 'begon', ',', 'allitereerde', 'dit', 'mooi', '.']",0.0256
"['Grappig', ',', 'mijn', 'vader', 'zijn', 'eerste', 'vriendin', 'had', 'dezelfde', 'achternaam', '(', 'zonder', 'de', ""'van"", ""'"", ')', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'een', ""'"", 'A', ""'"", 'dus', 'dat', 'maakte', 'een', 'mooie', 'alliteratie', '.']","['De', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'heette', 'zo', ',', 'maar', 'dan', 'zonder', 'het', 'woord', 'van', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'de', 'letter', 'A', 'dus', 'dat', 'is', 'een', 'mooie', 'alliteratie', '.']",0.2711
"['Uitgezonderd', 'van', 'het', 'woord', ""'van"", ""'"", ',', 'was', 'de', 'naam', 'van', 'de', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'hetzelfde', '.', 'Omdat', 'haar', 'voornaam', 'tevens', 'met', 'de', 'letter', 'A', 'begon', ',', 'allitereerde', 'dit', 'mooi', '.']","['De', 'eerste', 'vriendin', 'van', 'mijn', 'vader', 'heette', 'zo', ',', 'maar', 'dan', 'zonder', 'het', 'woord', 'van', '.', 'Haar', 'voornaam', 'begon', 'ook', 'met', 'de', 'letter', 'A', 'dus', 'dat', 'is', 'een', 'mooie', 'alliteratie', '.']",0.2137
"['nee', 'en', 'je', 'kunt', 'dit', 'soort', 'denkbeelden', 'ook', 'niet', 'maar', 'steeds', 'op', 'manieën', 'gooien', '.']","['Je', 'moet', 'dit', 'soort', 'denkbeelden', 'niet', 'steeds', 'maskeren', 'als', 'manieën', '.']",0.0802
"['nee', 'en', 'je', 'kunt', 'dit', 'soort', 'denkbeelden', 'ook', 'niet', 'maar', 'steeds', 'op', 'manieën', 'gooien', '.']","['Het', 'is', 'niet', 'mogelijk', 'om', 'telkens', 'weer', 'dergelijke', 'denkbeelden', 'toe', 'te', 'schrijven', 'aan', 'manische', 'episoden', '.']",0.0162
"['nee', 'en', 'je', 'kunt', 'dit', 'soort', 'denkbeelden', 'ook', 'niet', 'maar', 'steeds', 'op', 'manieën', 'gooien', '.']","['U', 'kunt', 'dit', 'soort', 'denkbeelden', 'niet', 'voortdurend', 'als', 'manieën', 'bestempelen', '.']",0.1876
"['Je', 'moet', 'dit', 'soort', 'denkbeelden', 'niet', 'steeds', 'maskeren', 'als', 'manieën', '.']","['Het', 'is', 'niet', 'mogelijk', 'om', 'telkens', 'weer', 'dergelijke', 'denkbeelden', 'toe', 'te', 'schrijven', 'aan', 'manische', 'episoden', '.']",0.0162
"['Je', 'moet', 'dit', 'soort', 'denkbeelden', 'niet', 'steeds', 'maskeren', 'als', 'manieën', '.']","['U', 'kunt', 'dit', 'soort', 'denkbeelden', 'niet', 'voortdurend', 'als', 'manieën', 'bestempelen', '.']",0.29
"['Het', 'is', 'niet', 'mogelijk', 'om', 'telkens', 'weer', 'dergelijke', 'denkbeelden', 'toe', 'te', 'schrijven', 'aan', 'manische', 'episoden', '.']","['U', 'kunt', 'dit', 'soort', 'denkbeelden', 'niet', 'voortdurend', 'als', 'manieën', 'bestempelen', '.']",0.0157
"['hallo', 'hoe', 'heet', 'dat', 'kind', 'van', 'rihanna', 'nou', 'its', 'been', 'godverredomme', 'bijna', 'een', 'maand']","['Wat', 'is', 'de', 'naam', 'van', 'Rihanna', ""'s"", 'kind', '?', 'Er', 'is', 'al', 'bijna', 'een', 'maand', 'verstreken', '.']",0.0647
"['hallo', 'hoe', 'heet', 'dat', 'kind', 'van', 'rihanna', 'nou', 'its', 'been', 'godverredomme', 'bijna', 'een', 'maand']","['Nu', 'het', 'een', 'maand', 'geleden', 'is', 'dat', 'de', 'geboorte', 'plaats', 'heeft', 'gevonden', ',', 'ben', 'ik', 'wel', 'erg', 'benieuwd', 'naar', 'de', 'naam', 'van', 'het', 'kind', 'van', 'Rihanna', '.']",0.0221
"['hallo', 'hoe', 'heet', 'dat', 'kind', 'van', 'rihanna', 'nou', 'its', 'been', 'godverredomme', 'bijna', 'een', 'maand']","['Ik', 'vraag', 'me', 'echt', 'af', 'hoe', 'Rihanna', 'haar', 'kind', 'heeft', 'genoemd', '.', 'De', 'geboorte', 'is', 'al', 'bijna', 'een', 'maand', 'geleden', '.']",0.0514
"['Wat', 'is', 'de', 'naam', 'van', 'Rihanna', ""'s"", 'kind', '?', 'Er', 'is', 'al', 'bijna', 'een', 'maand', 'verstreken', '.']","['Nu', 'het', 'een', 'maand', 'geleden', 'is', 'dat', 'de', 'geboorte', 'plaats', 'heeft', 'gevonden', ',', 'ben', 'ik', 'wel', 'erg', 'benieuwd', 'naar', 'de', 'naam', 'van', 'het', 'kind', 'van', 'Rihanna', '.']",0.0541
"['Wat', 'is', 'de', 'naam', 'van', 'Rihanna', ""'s"", 'kind', '?', 'Er', 'is', 'al', 'bijna', 'een', 'maand', 'verstreken', '.']","['Ik', 'vraag', 'me', 'echt', 'af', 'hoe', 'Rihanna', 'haar', 'kind', 'heeft', 'genoemd', '.', 'De', 'geboorte', 'is', 'al', 'bijna', 'een', 'maand', 'geleden', '.']",0.1912
"['Nu', 'het', 'een', 'maand', 'geleden', 'is', 'dat', 'de', 'geboorte', 'plaats', 'heeft', 'gevonden', ',', 'ben', 'ik', 'wel', 'erg', 'benieuwd', 'naar', 'de', 'naam', 'van', 'het', 'kind', 'van', 'Rihanna', '.']","['Ik', 'vraag', 'me', 'echt', 'af', 'hoe', 'Rihanna', 'haar', 'kind', 'heeft', 'genoemd', '.', 'De', 'geboorte', 'is', 'al', 'bijna', 'een', 'maand', 'geleden', '.']",0.0447
"['niet', 'voorstellen', 'dat', 'deze', 'look', 'serieus', 'was']","['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'die', 'outfit', 'serieus', 'was', 'bedoeld', '.']",0.106
"['niet', 'voorstellen', 'dat', 'deze', 'look', 'serieus', 'was']","['Ik', 'kan', 'mij', 'niet', 'voorstellen', 'dat', 'deze', 'uiterlijke', 'verschijning', 'met', 'opzet', 'gekozen', 'is', '.']",0.1778
"['niet', 'voorstellen', 'dat', 'deze', 'look', 'serieus', 'was']","['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'dit', 'uiterlijk', 'serieus', 'bedoeld', 'was', '.']",0.0958
"['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'die', 'outfit', 'serieus', 'was', 'bedoeld', '.']","['Ik', 'kan', 'mij', 'niet', 'voorstellen', 'dat', 'deze', 'uiterlijke', 'verschijning', 'met', 'opzet', 'gekozen', 'is', '.']",0.093
"['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'die', 'outfit', 'serieus', 'was', 'bedoeld', '.']","['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'dit', 'uiterlijk', 'serieus', 'bedoeld', 'was', '.']",0.4741
"['Ik', 'kan', 'mij', 'niet', 'voorstellen', 'dat', 'deze', 'uiterlijke', 'verschijning', 'met', 'opzet', 'gekozen', 'is', '.']","['Ik', 'kan', 'me', 'niet', 'voorstellen', 'dat', 'dit', 'uiterlijk', 'serieus', 'bedoeld', 'was', '.']",0.0939
"['alles', 'in', 'twijfel', 'te', 'trekken', 'en', 'te', 'victim', 'blamen', '.']","['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']",0.0596
"['alles', 'in', 'twijfel', 'te', 'trekken', 'en', 'te', 'victim', 'blamen', '.']","['Overal', 'een', 'vraagteken', 'bij', 'plaatsen', 'en', 'de', 'blaam', 'ten', 'onrechte', 'bij', 'het', 'slachtoffer', 'leggen', '.']",0.0157
"['alles', 'in', 'twijfel', 'te', 'trekken', 'en', 'te', 'victim', 'blamen', '.']","['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']",0.0539
"['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']","['Overal', 'een', 'vraagteken', 'bij', 'plaatsen', 'en', 'de', 'blaam', 'ten', 'onrechte', 'bij', 'het', 'slachtoffer', 'leggen', '.']",0.0351
"['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']","['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']",0.8165
"['Overal', 'een', 'vraagteken', 'bij', 'plaatsen', 'en', 'de', 'blaam', 'ten', 'onrechte', 'bij', 'het', 'slachtoffer', 'leggen', '.']","['Alles', 'in', 'twijfel', 'trekken', 'en', 'het', 'het', 'slachtoffer', 'de', 'schuld', 'geven', '.']",0.0353
"['Ooh', 'ppf', 'uit', 'mn', 'hoofd', ':']","['Uit', 'de', 'top', 'van', 'mijn', 'hoofd', ':']",0.0699
"['Ooh', 'ppf', 'uit', 'mn', 'hoofd', ':']","['Uit', 'mijn', 'hoofd', 'is', 'dat', ""'PPF"", ""'"", '.']",0.0278
"['Ooh', 'ppf', 'uit', 'mn', 'hoofd', ':']","['Dit', 'zeg', 'ik', 'uit', 'mijn', 'hoofd', '.']",0.0393
"['Uit', 'de', 'top', 'van', 'mijn', 'hoofd', ':']","['Uit', 'mijn', 'hoofd', 'is', 'dat', ""'PPF"", ""'"", '.']",0.065
"['Uit', 'de', 'top', 'van', 'mijn', 'hoofd', ':']","['Dit', 'zeg', 'ik', 'uit', 'mijn', 'hoofd', '.']",0.0699
"['Uit', 'mijn', 'hoofd', 'is', 'dat', ""'PPF"", ""'"", '.']","['Dit', 'zeg', 'ik', 'uit', 'mijn', 'hoofd', '.']",0.067
"['Ojaaa', 'dat', 'maakt', 'wel', 'verschil', 'idd']","['Oja', ',', 'dat', 'maakt', 'inderdaad', 'een', 'verschil', '.']",0.065
"['Ojaaa', 'dat', 'maakt', 'wel', 'verschil', 'idd']","['Dat', 'maakt', 'inderdaad', 'wel', 'verschil', '.']",0.0955
"['Ojaaa', 'dat', 'maakt', 'wel', 'verschil', 'idd']","['Dat', 'maakt', 'wel', 'een', 'verschil', 'inderdaad', '.']",0.0773
"['Oja', ',', 'dat', 'maakt', 'inderdaad', 'een', 'verschil', '.']","['Dat', 'maakt', 'inderdaad', 'wel', 'verschil', '.']",0.0875
"['Oja', ',', 'dat', 'maakt', 'inderdaad', 'een', 'verschil', '.']","['Dat', 'maakt', 'wel', 'een', 'verschil', 'inderdaad', '.']",0.0761
"['Dat', 'maakt', 'inderdaad', 'wel', 'verschil', '.']","['Dat', 'maakt', 'wel', 'een', 'verschil', 'inderdaad', '.']",0.0919
"['Zn', 'andere', 'exen', 'staan', 'ook', 'nog', 'getatoeerd', 'toch']","['Hij', 'heeft', 'ook', 'nog', 'steeds', 'tattoos', 'van', 'de', 'namen', 'van', 'zijn', 'vorige', 'relaties', '.']",0.0302
"['Zn', 'andere', 'exen', 'staan', 'ook', 'nog', 'getatoeerd', 'toch']","['Klopt', 'het', 'dat', 'hij', 'nog', 'tatoeages', 'van', 'zijn', 'ex-partners', 'heeft', '?']",0.0189
"['Zn', 'andere', 'exen', 'staan', 'ook', 'nog', 'getatoeerd', 'toch']","['Klopt', 'het', 'dat', 'hij', 'ook', 'tatoeages', 'heeft', 'van', 'zijn', 'andere', 'exen', '?']",0.0399
"['Hij', 'heeft', 'ook', 'nog', 'steeds', 'tattoos', 'van', 'de', 'namen', 'van', 'zijn', 'vorige', 'relaties', '.']","['Klopt', 'het', 'dat', 'hij', 'nog', 'tatoeages', 'van', 'zijn', 'ex-partners', 'heeft', '?']",0.0361
"['Hij', 'heeft', 'ook', 'nog', 'steeds', 'tattoos', 'van', 'de', 'namen', 'van', 'zijn', 'vorige', 'relaties', '.']","['Klopt', 'het', 'dat', 'hij', 'ook', 'tatoeages', 'heeft', 'van', 'zijn', 'andere', 'exen', '?']",0.0363
"['Klopt', 'het', 'dat', 'hij', 'nog', 'tatoeages', 'van', 'zijn', 'ex-partners', 'heeft', '?']","['Klopt', 'het', 'dat', 'hij', 'ook', 'tatoeages', 'heeft', 'van', 'zijn', 'andere', 'exen', '?']",0.279
"['hahahaah', 'hoe', 'salty', 'is', 'deze', 'krant']","['Hoe', 'geïrriteerd', 'is', 'deze', 'krant', '?']",0.2021
"['hahahaah', 'hoe', 'salty', 'is', 'deze', 'krant']","['Deze', 'krant', 'is', 'erg', 'met', 'modder', 'aan', 'het', 'gooien', '.']",0.0251
"['hahahaah', 'hoe', 'salty', 'is', 'deze', 'krant']","['Deze', 'krant', 'is', 'erg', 'negatief', '.']",0.0485
"['Hoe', 'geïrriteerd', 'is', 'deze', 'krant', '?']","['Deze', 'krant', 'is', 'erg', 'met', 'modder', 'aan', 'het', 'gooien', '.']",0.0251
"['Hoe', 'geïrriteerd', 'is', 'deze', 'krant', '?']","['Deze', 'krant', 'is', 'erg', 'negatief', '.']",0.0485
"['Deze', 'krant', 'is', 'erg', 'met', 'modder', 'aan', 'het', 'gooien', '.']","['Deze', 'krant', 'is', 'erg', 'negatief', '.']",0.2759
"['Jij', 'hebt', 'toch', 'ook', 'een', 'vuurkorf', 'dus', 'dit', 'kan', 'er', 'ook', 'nog', 'wel', 'bij', '!', '!']","['Jij', 'bent', 'in', 'het', 'bezit', 'van', 'een', 'vuurkorf', ',', 'dus', 'kan', 'dit', 'er', 'ook', 'wel', 'bij', '.']",0.0479
"['Jij', 'hebt', 'toch', 'ook', 'een', 'vuurkorf', 'dus', 'dit', 'kan', 'er', 'ook', 'nog', 'wel', 'bij', '!', '!']","['Mits', 'jij', 'ook', 'in', 'bezit', 'bent', 'van', 'een', 'vuurkorf', ',', 'ben', 'ik', 'van', 'mening', 'dat', 'deze', 'combinatie', 'mogelijk', 'zou', 'moeten', 'zijn', '.']",0.0203
"['Jij', 'hebt', 'toch', 'ook', 'een', 'vuurkorf', 'dus', 'dit', 'kan', 'er', 'ook', 'nog', 'wel', 'bij', '!', '!']","['Als', 'u', 'een', 'vuurkorf', 'in', 'uw', 'bezit', 'heeft', 'dan', 'kan', 'dit', 'er', 'ook', 'nog', 'wel', 'bij', '.']",0.2622
"['Jij', 'bent', 'in', 'het', 'bezit', 'van', 'een', 'vuurkorf', ',', 'dus', 'kan', 'dit', 'er', 'ook', 'wel', 'bij', '.']","['Mits', 'jij', 'ook', 'in', 'bezit', 'bent', 'van', 'een', 'vuurkorf', ',', 'ben', 'ik', 'van', 'mening', 'dat', 'deze', 'combinatie', 'mogelijk', 'zou', 'moeten', 'zijn', '.']",0.1324
"['Jij', 'bent', 'in', 'het', 'bezit', 'van', 'een', 'vuurkorf', ',', 'dus', 'kan', 'dit', 'er', 'ook', 'wel', 'bij', '.']","['Als', 'u', 'een', 'vuurkorf', 'in', 'uw', 'bezit', 'heeft', 'dan', 'kan', 'dit', 'er', 'ook', 'nog', 'wel', 'bij', '.']",0.2426
"['Mits', 'jij', 'ook', 'in', 'bezit', 'bent', 'van', 'een', 'vuurkorf', ',', 'ben', 'ik', 'van', 'mening', 'dat', 'deze', 'combinatie', 'mogelijk', 'zou', 'moeten', 'zijn', '.']","['Als', 'u', 'een', 'vuurkorf', 'in', 'uw', 'bezit', 'heeft', 'dan', 'kan', 'dit', 'er', 'ook', 'nog', 'wel', 'bij', '.']",0.0239
"['maar', 'Monique', 'is', 'toch', 'weer', 'gespot', 'met', 'een', 'André', 'ketting']","['Monique', 'is', 'wederom', 'gezien', 'met', 'een', 'André', 'ketting', 'om', '.']",0.3124
"['maar', 'Monique', 'is', 'toch', 'weer', 'gespot', 'met', 'een', 'André', 'ketting']","['Monique', 'is', 'wederom', 'in', 'het', 'openbaar', 'gezien', 'met', 'een', 'ketting', 'die', 'de', 'naam', ""'André"", ""'"", 'spelt', '.']",0.0364
"['maar', 'Monique', 'is', 'toch', 'weer', 'gespot', 'met', 'een', 'André', 'ketting']","['Men', 'heeft', 'Monique', 'toch', 'weer', 'gezien', 'met', 'een', 'ketting', 'van', 'André', '.']",0.0586
"['Monique', 'is', 'wederom', 'gezien', 'met', 'een', 'André', 'ketting', 'om', '.']","['Monique', 'is', 'wederom', 'in', 'het', 'openbaar', 'gezien', 'met', 'een', 'ketting', 'die', 'de', 'naam', ""'André"", ""'"", 'spelt', '.']",0.1029
"['Monique', 'is', 'wederom', 'gezien', 'met', 'een', 'André', 'ketting', 'om', '.']","['Men', 'heeft', 'Monique', 'toch', 'weer', 'gezien', 'met', 'een', 'ketting', 'van', 'André', '.']",0.1042
"['Monique', 'is', 'wederom', 'in', 'het', 'openbaar', 'gezien', 'met', 'een', 'ketting', 'die', 'de', 'naam', ""'André"", ""'"", 'spelt', '.']","['Men', 'heeft', 'Monique', 'toch', 'weer', 'gezien', 'met', 'een', 'ketting', 'van', 'André', '.']",0.1547
"['Had', 'adres', 'niet', 'zo', 'in', 'de', 'gaten', 'dus', 'heb', 'm', 'effe', 'weggehaald', '(', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'wss', ')']","['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'te', 'zien', 'was', '.', 'Ik', 'heb', 'het', 'even', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'waarschijnlijk', 'al', 'geschied', '.']",0.1962
"['Had', 'adres', 'niet', 'zo', 'in', 'de', 'gaten', 'dus', 'heb', 'm', 'effe', 'weggehaald', '(', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'wss', ')']","['Ik', 'was', 'mij', 'niet', 'bewust', 'van', 'het', 'adres', '.', 'Ik', 'heb', 'het', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'vermoedelijkerwijs', 'al', 'geschied', '.']",0.1938
"['Had', 'adres', 'niet', 'zo', 'in', 'de', 'gaten', 'dus', 'heb', 'm', 'effe', 'weggehaald', '(', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'wss', ')']","['Ik', 'had', 'niet', 'in', 'de', 'gaten', 'dat', 'het', 'adres', 'zichtbaar', 'was', 'dus', 'ik', 'heb', 'hem', 'verwijderd', ',', 'ook', 'al', 'is', 'het', 'kwaad', 'al', 'geschied', 'waarschijnlijk', '.']",0.2942
